adm4_pcode,adm4_en,adm3_pcode,adm3_en,adm2_pcode,adm2_en,adm1_pcode,adm1_en,brgy_total_area,uuid,date,freq,pct_area_flood_hazard_100yr_low,pct_area_flood_hazard_100yr_med,pct_area_flood_hazard_100yr_high,pct_area_flood_hazard_25yr_low,pct_area_flood_hazard_25yr_med,pct_area_flood_hazard_25yr_high,pct_area_flood_hazard_5yr_low,pct_area_flood_hazard_5yr_med,pct_area_flood_hazard_5yr_high,pct_area_landslide_hazard_low,pct_area_landslide_hazard_med,pct_area_landslide_hazard_high
PH063022015,Bantud,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1261,PNHZD000149,1/1/2015,S,36.1188,7.2964,0,0,0,0,0,0,0,0,0,0
PH063022152,Hibao-an Norte,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.88,PNHZD00014A,1/1/2015,S,20.2246,7.4634,3.4572,0,0,0,0,0,0,0,0,0
PH063022040,Cuartero,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2656,PNHZD00014B,1/1/2015,S,28.9894,39.6262,0,0,0,0,0,0,0,0,0,0
PH063022020,Monica Blumentritt,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0626,PNHZD00014C,1/1/2015,S,2.9499,26.1342,0,0,0,0,0,0,0,0,0,0
PH063022109,Mohon,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1506,PNHZD00014D,1/1/2015,S,18.088,79.6367,2.2753,0,0,0,0,0,0,0,0,0
PH063022110,Molo Boulevard,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2428,PNHZD00014E,1/1/2015,S,8.3065,11.1651,0,0,0,0,0,0,0,0,0,0
PH063022149,San Antonio,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2179,PNHZD00014F,1/1/2015,S,40.43,0.852,0,0,0,0,0,0,0,0,0,0
PH063022052,East Baluarte,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0931,PNHZD000150,1/1/2015,S,30.5713,18.9763,0,0,0,0,0,0,0,0,0,0
PH063022138,Rizal Ibarra,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0291,PNHZD000151,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022176,Tabucan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3465,PNHZD000152,1/1/2015,S,7.3194,25.3188,0,0,0,0,0,0,0,0,0,0
PH063022179,Tagbac,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.3724,PNHZD000153,1/1/2015,S,44.618,5.4978,0.0309,14.9785,2.1822,0.009,0,0,0,0,0,0
PH063022054,Edganzon,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1033,PNHZD000154,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022092,Libertad-Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0383,PNHZD000155,1/1/2015,S,2.1888,17.275,0,0,0,0,0,0,0,0,0,0
PH063022132,Progreso-Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2741,PNHZD000156,1/1/2015,S,3.7122,35.7243,0,0,0,0,0,0,0,0,0,0
PH063022085,Laguda,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0537,PNHZD000157,1/1/2015,S,2.1888,16.8737,0,0,0,0,0,0,0,0,0,0
PH063022160,San Rafael,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.593,PNHZD000158,1/1/2015,S,11.6122,21.7429,5.6348,0,0,0,0,0,0,0,0,0
PH063022134,Quezon,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1627,PNHZD000159,1/1/2015,S,26.5683,0,0,0,0,0,0,0,0,0,0,0
PH063022035,Cochero,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0588,PNHZD00015A,1/1/2015,S,36.8069,36.9953,0,0,0,0,0,0,0,0,0,0
PH063022029,Caingin,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2427,PNHZD00015B,1/1/2015,S,3.0146,9.7126,0,0,0,0,0,0,0,0,0,0
PH063022194,Yulo Drive,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.5085,PNHZD00015C,1/1/2015,S,23.8791,21.4584,8.1122,0,0,0,0,0,0,0,0,0
PH063022144,Sambag,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.2658,PNHZD00015D,1/1/2015,S,33.0669,23.707,0.983,0,0,0,0,0,0,0,0,0
PH063022095,Lopez Jaena Norte,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1136,PNHZD00015E,1/1/2015,S,26.5183,0,0,0,0,0,0,0,0,0,0,0
PH063022164,Santa Filomena,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3493,PNHZD00015F,1/1/2015,S,48.119,15.0677,0,0,0,0,0,0,0,0.0857,0.001,0.047
PH063022158,San Pedro (Molo),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2501,PNHZD000160,1/1/2015,S,11.1391,31.0415,0,0,0,0,0,0,0,0,0,0
PH063022197,Kahirupan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0299,PNHZD000161,1/1/2015,S,19.6122,0,0,0,0,0,0,0,0,0,0,0
PH063022114,Nabitasan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.795,PNHZD000162,1/1/2015,S,23.4738,17.8618,16.405,0,0,0,0,0,0,0,0,0
PH063022183,Ticud (La Paz),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.1731,PNHZD000163,1/1/2015,S,15.3738,7.729,0.9358,0,0,0,0,0,0,0,0,0
PH063022099,Burgos-Mabini-Plaza,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2388,PNHZD000164,1/1/2015,S,11.1885,1.0019,0,0,0,0,0,0,0,0,0,0
PH063022077,Jereos,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.177,PNHZD000165,1/1/2015,S,2.6962,4.1096,2.2229,0,0,0,0,0,0,0,0,0
PH063022123,Osmeña,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0313,PNHZD000166,1/1/2015,S,21.2215,0,0,0,0,0,0,0,0,0,0,0
PH063022150,San Felix,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0974,PNHZD000167,1/1/2015,S,2.2906,0.8211,0,0,0,0,0,0,0,0,0,0
PH063022122,Ortiz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0962,PNHZD000168,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022038,Concepcion-Montes,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2205,PNHZD000169,1/1/2015,S,17.7836,11.3369,0,0,0,0,0,0,0,0,0,0
PH063022196,Pale Benedicto Rizal (Mandurriao),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3526,PNHZD00016A,1/1/2015,S,9.3894,0.4496,0,0,0,0,0,0,0,0,0,0
PH063022167,Santo Niño Norte,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1965,PNHZD00016B,1/1/2015,S,1.7585,17.3055,2.5105,0,0,0,0,0,0,0,0,0
PH063022182,Taytay Zone II,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0576,PNHZD00016C,1/1/2015,S,93.29,5.3878,0,0,0,0,0,0,0,0,0,0
PH063022034,El 98 Castilla (Claudio Lopez),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0161,PNHZD00016D,1/1/2015,S,75.7493,0,0,0,0,0,0,0,0,0,0,0
PH063022074,Jalandoni-Wilson,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0601,PNHZD00016E,1/1/2015,S,55.2678,28.6991,0,0,0,0,0,0,0,0,0,0
PH063022014,Sinikway (Bangkerohan Lapuz),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.081,PNHZD00016F,1/1/2015,S,52.3844,1.8292,0,0,0,0,0,0,0,0,0,0
PH063022030,Calahunan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.6467,PNHZD000170,1/1/2015,S,26.2991,5.5013,0.1518,0,0,0,0,0,0,0.176,0.3757,0.1409
PH063022024,Buhang,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.3994,PNHZD000171,1/1/2015,S,5.4607,50.2752,40.8399,0,0,0,0,0,0,0,0,0.0784
PH063022199,San Isidro (La Paz),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.4262,PNHZD000172,1/1/2015,S,45.7552,20.5581,2.0465,0,0,0,0,0,0,0,0,0
PH063022175,Tabuc Suba (Jaro),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.2941,PNHZD000173,1/1/2015,S,11.4076,40.1691,24.2363,0,0,0,0,0,0,0,0,0
PH063022119,North San Jose,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1353,PNHZD000174,1/1/2015,S,17.5687,23.7319,0,0,0,0,0,0,0,0,0,0
PH063022112,Montinola,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1257,PNHZD000175,1/1/2015,S,18.5192,2.5841,0.0115,0,0,0,0,0,0,0,0,0
PH063022048,Dulonan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.6855,PNHZD000176,1/1/2015,S,9.2097,38.3432,0,0,0,0,0,0,0,0,0,0
PH063022018,Benedicto (Jaro),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1725,PNHZD000177,1/1/2015,S,2.1085,3.7556,2.9952,0,0,0,0,0,0,0,0,0
PH063022068,Hinactacan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.9748,PNHZD000178,1/1/2015,S,6.6656,33.188,51.3267,0,0,0,0,0,0,0,0,0.0035
PH063022108,Maria Cristina,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0555,PNHZD000179,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022125,Rizal Palapala I,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0201,PNHZD00017A,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022174,Taal,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3282,PNHZD00017B,1/1/2015,S,18.1373,15.2473,0,0,0,0,0,0,0,0,0,0
PH063022105,Mansaya-Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1597,PNHZD00017C,1/1/2015,S,21.4077,23.0018,0,0,0,0,0,0,0,0,0,0
PH063022098,M. V. Hechanova,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.8256,PNHZD00017D,1/1/2015,S,12.6778,71.365,15.9572,0,0,0,0,0,0,0,0,0
PH063022053,East Timawa,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0647,PNHZD00017E,1/1/2015,S,19.7906,21.2979,0,0,0,0,0,0,0,0,0,0
PH063022010,Balabago,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,2.4307,PNHZD00017F,1/1/2015,S,14.0214,62.6562,17.6983,0,0,0,0,0,0,0,0,0.0251
PH063022116,Nonoy,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0771,PNHZD000180,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022079,Kasingkasing,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0777,PNHZD000181,1/1/2015,S,26.452,0,0,0,0,0,0,0,0,0,0,0
PH063022055,Tanza-Esperanza,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0561,PNHZD000182,1/1/2015,S,75.8393,10.9515,0,0,0,0,0,0,0,0,0,0
PH063022042,Danao,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1989,PNHZD000183,1/1/2015,S,0.5028,14.1864,0,0,0,0,0,0,0,0,0,0
PH063022127,PHHC Block 17,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.137,PNHZD000184,1/1/2015,S,22.3137,10.0501,0,0,0,0,0,0,0,0,0,0
PH063022187,Ungka,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.7416,PNHZD000185,1/1/2015,S,27.1751,34.1941,3.0299,0,0,0,0,0,0,0,0,0
PH063022063,Gustilo,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1149,PNHZD000186,1/1/2015,S,1.1334,3.8093,0.1738,0,0,0,0,0,0,0,0,0
PH063022148,San Agustin,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.189,PNHZD000187,1/1/2015,S,37.2264,21.6728,0,0,0,0,0,0,0,0,0,0
PH063022155,San Jose (Arevalo),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.6191,PNHZD000188,1/1/2015,S,4.081,45.665,0,0,0,0,0,0,0,0,0,0
PH063022165,Santa Rosa,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3812,PNHZD000189,1/1/2015,S,22.1638,62.9512,0.7349,0,0,0,0,0,0,0,0,0
PH063022032,Calumpang,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.8811,PNHZD00018A,1/1/2015,S,13.7388,12.6558,0,0,0,0,0,0,0,0,0,0
PH063022012,Baldoza,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3225,PNHZD00018B,1/1/2015,S,3.915,5.6802,0,0,0,0,0,0,0,0,0,0
PH063022131,President Roxas,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1974,PNHZD00018C,1/1/2015,S,3.3435,38.2817,0,0,0,0,0,0,0,0,0,0
PH063022102,Magsaysay,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0723,PNHZD00018D,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022172,South Baluarte,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0967,PNHZD00018E,1/1/2015,S,6.1954,9.6849,0,0,0,0,0,0,0,0,0,0
PH063022008,North Avanceña,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0975,PNHZD00018F,1/1/2015,S,0.8142,0,0,0,0,0,0,0,0,0,0,0
PH063022078,Calubihan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0345,PNHZD000190,1/1/2015,S,65.073,0.8914,0,0,0,0,0,0,0,0,0,0
PH063022193,Yulo-Arroyo,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0373,PNHZD000191,1/1/2015,S,1.7456,11.2823,0,0,0,0,0,0,0,0,0,0
PH063022006,Arguelles,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1224,PNHZD000192,1/1/2015,S,2.6118,0,0,0,0,0,0,0,0,0,0,0
PH063022016,Banuyao,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.5619,PNHZD000193,1/1/2015,S,15.0465,71.4732,6.9665,0,0,0,0,0,0,0,0,0
PH063022026,Buntatala,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.5114,PNHZD000194,1/1/2015,S,26.383,14.5256,4.2828,20.9134,10.9906,3.3432,0,0,0,0,0,0
PH063022028,Seminario (Burgos Jalandoni),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0489,PNHZD000195,1/1/2015,S,25.6413,0.8786,0,0,0,0,0,0,0,0,0,0
PH063022140,Roxas Village,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0382,PNHZD000196,1/1/2015,S,17.5584,0,0,0,0,0,0,0,0,0,0,0
PH063022113,Muelle Loney-Montes,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0873,PNHZD000197,1/1/2015,S,3.6932,32.0057,0,0,0,0,0,0,0,0,0,0
PH063022191,West Habog-habog,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0667,PNHZD000198,1/1/2015,S,16.3677,25.0461,0,0,0,0,0,0,0,0,0,0
PH063022047,Don Esteban-Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2527,PNHZD000199,1/1/2015,S,17.9504,27.5678,0,0,0,0,0,0,0,0,0,0
PH063022136,Rima-Rizal,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0141,PNHZD00019A,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022096,Lopez Jaena Sur,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2285,PNHZD00019B,1/1/2015,S,58.5463,0,0,0,0,0,0,0,0,0,0,0
PH063022089,Legaspi dela Rama,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1168,PNHZD00019C,1/1/2015,S,2.5282,42.5858,0,0,0,0,0,0,0,0,0,0
PH063022100,Macarthur,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0442,PNHZD00019D,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022090,Liberation,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0489,PNHZD00019E,1/1/2015,S,63.1444,13.9161,0,0,0,0,0,0,0,0,0,0
PH063022003,Aguinaldo,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0652,PNHZD00019F,1/1/2015,S,17.1293,1.4974,0,0,0,0,0,0,0,0,0,0
PH063022195,Zamora-Melliza,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1539,PNHZD0001A0,1/1/2015,S,19.4649,0,0,0,0,0,0,0,0,0,0,0
PH063022104,Malipayon-Delgado,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0245,PNHZD0001A1,1/1/2015,S,95.8058,0,0,0,0,0,0,0,0,0,0,0
PH063022051,Dungon B,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.5315,PNHZD0001A2,1/1/2015,S,29.4837,28.7813,0,0,0,0,0,0,0,0,0,0
PH063022065,Habog-habog Salvacion,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1306,PNHZD0001A3,1/1/2015,S,13.4167,1.0493,0,0,0,0,0,0,0,0,0,0
PH063022128,PHHC Block 22 NHA,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1994,PNHZD0001A4,1/1/2015,S,19.1117,6.2372,0,0,0,0,0,0,0,0,0,0
PH063022076,Javellana,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0294,PNHZD0001A5,1/1/2015,S,22.3395,0,0,0,0,0,0,0,0,0,0,0
PH063022056,Fajardo,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0566,PNHZD0001A6,1/1/2015,S,19.1383,0,0,0,0,0,0,0,0,0,0,0
PH063022019,Bito-on,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.6052,PNHZD0001A7,1/1/2015,S,18.2899,10.5186,0.8411,3.2481,1.3179,0,0,0,0,0,0,0
PH063022129,Poblacion Molo,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.066,PNHZD0001A8,1/1/2015,S,36.5465,0,0,0,0,0,0,0,0,0,0,0
PH063022173,South San Jose,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2666,PNHZD0001A9,1/1/2015,S,2.8829,68.0329,0,0,0,0,0,0,0,0,0,0
PH063022087,Lapuz Norte,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3448,PNHZD0001AA,1/1/2015,S,13.1782,18.9822,0,0,0,0,0,0,0,0,0,0
PH063022101,Magdalo,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1045,PNHZD0001AB,1/1/2015,S,1.6499,0,0,0,0,0,0,0,0,0,0,0
PH063022086,Lanit,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,2.4507,PNHZD0001AC,1/1/2015,S,46.2949,10.8327,0.2629,3.8811,0.9219,0.2477,0,0,0,0,0,0
PH063022050,Dungon A,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2111,PNHZD0001AD,1/1/2015,S,27.4146,22.0486,0,0,0,0,0,0,0,0,0,0
PH063022200,San Jose (City Proper),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0304,PNHZD0001AE,1/1/2015,S,79.9217,11.9969,0,0,0,0,0,0,0,0,0,0
PH063022135,Quintin Salas,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.8159,PNHZD0001AF,1/1/2015,S,27.2549,70.1785,2.5666,0,0,0,0,0,0,0,0,0
PH063022017,Baybay Tanza,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2543,PNHZD0001B0,1/1/2015,S,8.9881,0.5748,0,0,0,0,0,0,0,0,0,0
PH063022120,Oñate de Leon,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.5055,PNHZD0001B1,1/1/2015,S,18.2992,0.0034,0,0,0,0,0,0,0,0,0,0
PH063022007,Arsenal Aduana,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0773,PNHZD0001B2,1/1/2015,S,2.3936,25.5842,0,0,0,0,0,0,0,0,0,0
PH063022192,West Timawa,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1052,PNHZD0001B3,1/1/2015,S,21.9017,30.4561,0,0,0,0,0,0,0,0,0,0
PH063022049,Dungon,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.9518,PNHZD0001B4,1/1/2015,S,46.6477,30.6458,0,0,0,0,0,0,0,0,0,0
PH063022031,Calaparan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.3253,PNHZD0001B5,1/1/2015,S,4.3877,16.4411,0,0,0,0,0,0,0,0,0,0
PH063022107,Maria Clara,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0596,PNHZD0001B6,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022044,Democracia,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0722,PNHZD0001B7,1/1/2015,S,0.3078,0.8279,0.3444,0,0,0,0,0,0,0,0,0
PH063022067,Hibao-an Sur,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,2.1605,PNHZD0001B8,1/1/2015,S,24.5958,7.4946,0.8264,0,0,0,0,0,0,0,0,0
PH063022072,Ingore,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,2.832,PNHZD0001B9,1/1/2015,S,16.2127,21.9653,5.2104,0,0,0,0,0,0,0,0,0.0048
PH063022070,Inday,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1466,PNHZD0001BA,1/1/2015,S,3.3315,42.6144,0,0,0,0,0,0,0,0,0,0
PH063022198,Luna (La Paz),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1097,PNHZD0001BB,1/1/2015,S,40.0686,15.5087,0,0,0,0,0,0,0,0,0,0
PH063022133,Punong-Lapuz,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0521,PNHZD0001BC,1/1/2015,S,0.2228,0,0,0,0,0,0,0,0,0,0,0
PH063022103,Magsaysay Village,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2994,PNHZD0001BD,1/1/2015,S,43.032,10.3909,2.6085,0,0,0,0,0,0,0,0,0
PH063022004,Airport (Tabucan Airport),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.0117,PNHZD0001BE,1/1/2015,S,14.4382,32.2073,0,0,0,0,0,0,0,0,0,0
PH063022036,Compania,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2227,PNHZD0001BF,1/1/2015,S,19.9699,4.4452,1.2575,0,0,0,0,0,0,0,0,0
PH063022163,San Vicente,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1289,PNHZD0001C0,1/1/2015,S,27.8979,8.9021,8.2193,0,0,0,0,0,0,0,0,0
PH063022009,Bakhaw,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.2456,PNHZD0001C1,1/1/2015,S,66.5044,17.4657,2.4718,0,0,0,0,0,0,0,0,0
PH063022166,Santo Domingo,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.4078,PNHZD0001C2,1/1/2015,S,37.2651,30.7709,0,0,0,0,0,0,0,0.0246,0.0236,0.0852
PH063022151,San Isidro (Jaro),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,1.5071,PNHZD0001C3,1/1/2015,S,28.3315,36.0963,5.4075,0,0,0,0,0,0,0,0,0
PH063022046,Divinagracia,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0896,PNHZD0001C4,1/1/2015,S,36.5106,0.008,0,0,0,0,0,0,0,0,0,0
PH063022061,General Hughes-Montes,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0908,PNHZD0001C5,1/1/2015,S,0,0,0,0,0,0,0,0,0,0,0,0
PH063022146,Sampaguita,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1348,PNHZD0001C6,1/1/2015,S,14.964,11.4074,0,0,0,0,0,0,0,0,0,0
PH063022185,Timawa Tanza I,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0181,PNHZD0001C7,1/1/2015,S,0.0301,0,0,0,0,0,0,0,0,0,0,0
PH063022202,Rizal (La Paz),PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0778,PNHZD0001C8,1/1/2015,S,4.1509,11.5002,0,0,0,0,0,0,0,0,0,0
PH063022088,Lapuz Sur,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.1232,PNHZD0001C9,1/1/2015,S,8.5568,29.6323,0,0,0,0,0,0,0,0,0,0
PH063022057,Flores,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0383,PNHZD0001CA,1/1/2015,S,59.1185,0,0,0,0,0,0,0,0,0,0,0
PH063022075,Delgado-Jalandoni-Bagumbayan,PH063022000,Iloilo City,PH063000000,Iloilo,PH060000000,Region VI,0.0235,PNHZD0001CB,1/1/2015,S,100,0,0,0,0,0,0,0,0,0,0,0
PH083747022,Barangay 103-A (San Paglaum),PH083747000,Tacloban City,PH083700000,Leyte,PH080000000,Region VIII,9.3442,PNHZD0001CC,1/1/2015,S,10.2333,11.8293,3.5283,2.287,5.0212,1.4629,2.3603,4.0749,0.5511,6.9722,28.6968,22.9165
